37,36,36,35,36,36,36,38,38,39,40,39,38,40,41,41,40,42,42,42,42,40,43,41,41,42,43,42,43,41,44,41,43,42,45,43,45,42,45,44,44,44,44,44,43,43,44,42,47,46,45,43,42,46,44,45,48,46,43,45,45,48,45,47,47,48,46,45,51,47,49,47,50,49,49,47,51,49,49,51,50,50,51,49,52,51,52,52,51,50,52,57,54,53,51,55,53,54,53,54,54,53,56,55,54,56,56,52,54,57,57,56,52,55,60,56,58,58,60,56,57,58,56,60,60,58,58,60,59,56,62,60,61,60,60,60,58,59,61,59,60,60,61,60,57,61,63,57,59,57,61,60,59,59,57,59,56,58,59,56,57,57,61,60,58,58,58,60,60,59,58,60,57,59,59,60,64,60,59,58,60,57,60,58,61,58,57,60,60,58,57,61,58,58,59,60,60,59,61,60,61,60,62,62,62,62,62,64,64,62,62,66,64,65,65,65,67,66,64,64,67,64,64,62,64,62,62,66,65,63,62,64,64,62,63,61,63,61,66,59,60,61,59,60,59,60,60,60,58,60,61,56,60,58,59,61,61,59,61,59,61,61,61,60,60,60,62,58,57,58,62,62,58,60,57,55,57,60,57,56,52,56,55,56,56,58,52,53,53,53,52,50,51,51,53,48,49,50,51,49,50,50,50,51,48,48,47,49,49,48,46,48,46,44,44,44,42,41,45,41,41,42,40,40,38,38,38,39,37,37,37,38,33,34,36,33,33,34,33,33,33,32,30,34,31,31,32,30,31,29,30,29,28,28,26,27,27,25,26,24,23,23,23,23,23,22,21,22,19,20,21,21,19,17,19,19,19,17,18,17,20,15,16,16,16,16,16,17,15,15,15,16,15,14,14,14,14,13,14,14,4
33,33,35,35,37,38,37,39,37,38,37,39,36,40,41,39,42,42,42,44,41,41,46,41,39,39,42,40,44,42,42,44,44,41,43,43,43,42,42,42,43,44,44,46,43,41,42,44,43,45,45,47,44,44,45,45,49,46,44,46,46,47,46,45,47,48,47,46,51,46,48,47,47,49,50,49,48,50,50,49,50,53,52,51,51,50,50,51,54,53,52,55,53,53,53,56,55,52,54,55,54,55,56,54,54,51,55,53,56,54,56,58,55,56,56,59,55,57,59,58,58,56,59,59,58,55,57,59,59,61,63,58,59,61,57,61,61,59,59,61,62,59,58,62,58,62,60,59,60,58,59,57,57,58,57,57,58,57,59,59,59,58,57,61,58,57,60,57,59,59,60,59,57,57,59,59,58,57,59,57,61,59,55,57,58,58,59,60,61,57,59,61,61,57,57,59,61,59,58,62,62,60,61,59,62,64,61,61,63,62,63,65,63,65,64,67,65,65,61,67,65,67,63,64,65,62,60,64,61,64,63,60,60,62,63,61,61,64,63,57,61,63,59,58,58,60,59,62,59,61,60,58,61,57,56,59,60,59,59,59,62,60,60,61,59,57,60,57,59,57,59,57,59,57,58,56,57,55,56,57,56,56,56,54,54,54,55,51,54,51,52,48,50,52,50,51,48,51,49,46,50,50,49,48,49,47,51,47,49,48,47,47,46,44,43,43,43,43,42,41,41,39,39,40,39,38,36,37,37,36,36,38,35,33,35,34,32,32,32,33,32,32,33,30,32,30,29,29,30,30,29,26,27,27,28,27,25,25,27,24,25,24,24,23,22,23,22,21,21,19,20,19,19,18,18,20,16,19,18,18,19,17,15,16,15,16,15,15,15,14,14,15,14,14,15,15,12,11,13,15,4
37,37,35,35,36,36,36,37,36,40,37,39,38,37,42,42,42,44,43,41,42,42,46,42,44,42,44,39,44,45,43,43,44,45,41,46,44,43,44,42,44,45,45,44,43,45,43,45,44,45,47,46,45,48,45,46,50,45,45,46,48,47,46,48,50,48,48,48,53,49,47,50,49,48,47,52,49,50,50,52,51,51,50,52,52,53,49,52,52,55,53,55,52,54,55,55,53,53,53,54,56,58,56,54,55,57,56,54,57,55,57,57,57,58,58,56,57,58,57,56,57,58,60,59,59,59,57,58,59,58,60,60,60,62,61,60,61,60,57,59,61,62,61,61,57,63,59,57,60,56,60,59,59,59,57,59,59,58,60,57,58,58,59,58,60,61,60,59,59,61,60,58,59,59,61,57,59,59,60,62,59,62,61,61,61,59,60,59,60,59,60,60,60,58,62,59,61,59,59,60,61,59,63,61,62,64,62,60,65,65,66,67,64,66,67,67,68,67,66,65,64,61,66,66,65,65,65,63,66,63,65,64,62,64,64,60,61,64,65,62,58,63,64,59,60,60,61,61,59,61,61,60,63,61,59,59,59,57,61,62,62,61,59,61,60,62,60,61,58,60,60,61,59,60,60,58,60,60,56,58,56,58,57,56,55,54,58,56,52,53,52,50,52,53,52,51,49,51,53,50,51,49,49,50,48,48,48,50,49,47,48,48,47,45,44,45,43,44,42,42,44,41,40,42,41,39,37,39,38,37,37,37,35,37,33,34,34,33,33,32,33,32,31,33,32,29,29,30,31,30,27,29,29,29,27,29,26,25,26,25,25,24,24,23,22,23,22,22,21,19,19,19,19,20,19,19,20,20,17,17,21,16,16,17,15,17,16,14,15,15,15,15,15,16,15,15,14,14,15,13,4
36,38,37,35,36,40,39,37,38,39,41,38,40,38,40,41,42,44,44,41,42,42,46,44,41,42,43,41,42,45,45,43,44,43,42,44,45,44,44,43,45,44,45,43,43,44,46,45,44,46,46,44,43,46,45,43,51,46,43,45,44,47,46,50,46,47,49,45,49,49,50,47,49,51,50,50,50,52,50,53,49,53,49,50,52,54,52,54,51,54,53,56,54,55,54,53,54,54,51,52,56,56,54,55,55,55,56,54,56,56,59,58,56,57,58,57,58,58,60,59,58,60,59,58,59,56,59,58,59,57,61,59,61,60,63,63,60,60,61,61,61,58,62,60,60,66,59,57,62,60,60,60,59,59,60,58,58,61,62,59,60,58,60,57,59,61,58,59,57,59,61,61,57,59,59,60,58,61,59,62,63,59,60,60,61,58,58,61,59,60,59,60,59,60,60,61,63,59,60,59,62,61,62,62,62,62,62,66,63,63,65,65,67,67,68,66,66,64,68,66,66,63,65,62,65,64,65,66,66,64,63,64,63,65,65,64,63,62,63,60,62,61,60,57,59,59,60,65,62,60,61,61,63,61,61,61,62,58,61,62,62,62,60,60,63,63,60,60,60,60,60,60,60,59,58,59,58,58,58,58,58,55,56,56,56,56,54,54,52,52,52,50,53,51,50,50,49,51,51,50,54,51,50,49,52,50,48,48,50,48,47,46,48,46,43,45,46,45,43,42,42,43,41,40,40,41,39,37,36,39,36,36,36,35,33,34,34,34,33,32,31,33,32,31,30,30,31,30,29,30,30,28,28,29,29,28,26,26,26,25,26,24,27,23,22,24,22,21,21,21,21,20,18,19,20,18,18,19,19,18,20,18,17,16,15,16,17,16,16,15,15,16,14,14,16,14,13,14,15,13,4
36,38,34,35,37,37,34,38,37,38,39,37,40,39,41,42,41,43,44,43,43,42,44,42,40,42,44,39,42,44,43,46,42,42,41,41,43,41,41,43,43,46,44,45,43,45,43,43,44,44,46,44,44,45,45,43,49,47,46,46,46,46,47,46,47,48,48,46,49,49,51,47,47,50,47,49,49,50,51,49,51,51,51,51,51,50,50,53,52,54,52,54,54,54,53,53,51,52,54,52,53,55,56,53,55,56,55,54,53,55,56,56,57,54,56,58,55,57,57,56,55,57,57,60,60,56,58,60,58,58,60,59,59,59,62,61,61,60,60,63,62,60,56,62,58,60,59,56,60,59,60,60,61,59,57,59,56,59,59,58,60,56,56,57,57,58,58,57,59,59,61,59,59,56,59,60,59,60,60,58,60,61,60,57,61,62,60,59,62,59,58,59,57,58,60,60,61,59,60,57,61,62,62,59,63,63,60,61,63,64,64,65,64,67,66,65,66,64,63,64,65,65,64,64,63,61,63,62,63,65,65,63,60,64,60,61,60,61,64,60,58,59,61,59,59,61,59,62,60,61,61,58,59,58,60,61,60,57,59,61,59,59,60,60,62,62,59,61,57,59,60,59,57,59,57,59,57,57,55,56,56,55,56,56,56,55,57,55,52,51,50,51,52,50,50,51,48,48,49,49,51,50,48,48,48,48,49,47,47,46,47,48,47,42,43,44,43,44,44,43,44,41,39,40,39,36,37,39,37,36,34,37,35,35,35,36,33,32,32,33,34,32,31,33,30,31,31,29,29,30,28,28,28,27,26,27,29,26,27,24,26,23,23,23,23,22,22,20,22,22,21,20,20,20,18,19,17,18,18,18,21,18,13,16,15,16,16,15,14,16,14,15,14,13,14,11,13,14,13,13,4
35,35,34,34,35,37,36,36,37,38,39,38,40,37,41,41,42,45,41,43,43,43,44,42,40,42,44,39,41,45,43,42,42,40,42,42,42,42,44,42,44,46,42,46,44,43,45,43,44,44,45,47,45,46,43,44,47,47,45,45,47,46,47,47,47,46,47,47,49,45,48,47,47,49,49,49,47,52,49,49,49,51,51,52,53,52,54,53,51,53,52,56,51,49,54,54,54,53,53,51,54,52,57,51,51,56,56,54,55,53,55,56,55,56,58,54,56,56,59,58,57,56,57,60,59,56,58,56,59,57,63,57,57,58,61,60,61,57,61,60,60,60,57,58,62,61,58,58,57,56,57,60,60,59,58,60,58,58,58,60,58,60,59,60,58,60,58,59,60,58,59,60,57,58,58,56,57,60,60,59,61,57,60,58,58,58,60,57,59,59,58,59,59,60,59,57,59,60,61,58,60,62,61,59,60,63,61,61,63,63,63,63,63,67,65,63,68,64,63,63,66,62,62,66,64,64,62,64,63,65,64,61,62,63,63,61,62,59,63,60,62,61,60,62,57,61,60,62,60,60,61,59,60,56,58,58,62,58,62,62,62,59,60,61,61,60,61,59,59,57,61,59,59,59,57,56,57,56,55,57,54,57,55,56,53,53,53,57,53,49,51,51,52,51,49,50,50,49,50,49,49,50,49,49,48,46,46,46,47,47,47,46,47,43,43,45,43,43,44,41,42,40,38,41,38,38,36,37,36,37,37,36,37,34,34,34,34,33,31,32,32,33,32,31,32,31,30,30,29,31,30,28,27,28,28,27,24,26,26,24,25,24,22,22,22,25,21,21,21,21,18,18,19,17,20,19,17,17,17,16,20,15,15,15,15,15,16,14,14,14,15,14,13,14,14,12,14,12,13,13,4
36,34,35,37,37,39,37,35,37,38,39,37,38,40,40,41,41,43,43,41,42,43,45,41,42,44,44,42,40,41,41,42,43,41,42,46,44,44,44,44,43,45,43,45,42,44,44,41,44,47,45,45,42,45,45,43,47,45,47,46,47,47,46,47,46,46,46,47,50,48,48,49,47,48,49,51,49,49,49,51,53,49,52,52,50,51,48,52,52,56,50,53,54,53,54,53,53,53,54,52,52,53,55,55,55,55,56,56,55,56,56,56,56,58,55,54,58,58,57,56,57,55,59,59,57,55,59,59,60,58,60,58,58,58,61,61,58,57,60,61,60,60,60,61,57,62,59,60,59,57,59,57,58,61,59,58,55,56,58,58,58,57,59,58,59,58,58,58,61,58,58,59,61,57,59,57,61,56,59,61,58,60,58,57,58,60,59,59,62,57,59,61,60,60,57,58,61,58,60,60,61,61,59,61,62,63,62,63,62,62,66,64,66,67,63,66,64,66,64,62,66,63,66,64,66,62,63,64,62,64,64,64,61,64,60,60,60,63,61,58,58,60,61,58,57,60,62,61,60,61,60,59,58,59,62,61,60,59,60,60,61,59,59,57,61,61,58,61,58,58,60,59,58,58,58,58,56,59,54,60,55,55,56,55,55,52,54,53,52,53,52,52,51,50,50,50,48,48,51,51,51,50,48,48,50,48,49,48,45,47,48,47,49,45,44,44,44,42,45,40,43,39,39,41,40,37,39,38,40,37,34,36,36,34,35,37,34,33,33,31,31,32,31,31,30,30,29,30,30,28,29,28,29,27,26,27,28,26,26,25,24,25,25,22,23,22,21,20,22,21,20,20,20,19,22,17,17,18,16,17,20,17,16,17,15,16,16,14,14,14,13,14,15,16,14,14,14,14,14,12,4
39,35,36,35,37,36,37,36,39,39,36,38,38,39,41,40,43,43,42,41,43,42,44,41,41,41,43,39,44,43,42,42,45,43,41,43,44,43,43,42,45,46,44,43,43,44,42,45,47,44,45,44,44,45,45,43,50,46,45,46,47,46,47,48,47,46,46,47,51,48,48,46,50,50,49,49,50,50,49,51,51,49,53,51,53,52,53,51,54,52,53,54,54,54,54,54,55,55,54,54,54,54,55,53,53,56,56,52,55,56,58,57,56,55,57,57,56,58,59,58,57,58,57,60,57,57,60,61,59,59,62,58,59,60,59,60,59,61,61,61,61,58,61,60,59,63,59,58,58,57,59,57,60,58,56,57,58,57,59,58,58,58,56,59,58,59,57,58,60,59,57,60,58,56,58,61,60,59,59,61,61,57,58,56,62,61,61,58,58,61,61,62,57,57,57,57,60,58,58,59,62,61,61,58,61,64,62,64,62,64,64,64,65,63,66,62,66,63,61,64,64,64,62,64,66,63,63,65,65,64,64,64,62,61,63,61,60,63,62,59,59,62,61,57,57,63,61,64,58,60,60,59,58,61,59,59,58,58,59,60,57,60,58,59,61,61,63,59,58,58,61,60,56,55,55,57,59,57,56,54,56,55,56,58,54,55,56,53,50,53,52,54,51,51,51,50,45,50,49,48,52,50,48,50,48,50,49,51,50,46,48,48,47,44,43,43,44,42,43,45,44,42,38,41,40,38,38,38,40,38,37,36,36,34,33,35,33,33,31,31,34,31,33,34,31,31,29,27,28,29,28,26,28,28,26,27,25,28,27,23,26,24,23,21,21,25,22,20,20,20,20,20,19,22,20,17,18,17,18,17,18,17,17,17,15,15,16,16,16,14,13,15,14,16,14,13,15,14,14,13,4
35,35,35,34,37,37,35,35,38,40,40,40,37,41,41,41,41,42,43,41,43,41,45,40,40,40,41,41,41,43,42,42,42,42,43,43,45,45,43,41,39,42,44,41,42,43,42,42,44,43,44,45,44,43,43,41,48,46,45,45,45,45,46,45,47,45,49,46,52,46,45,50,49,49,50,49,50,52,49,50,51,52,52,51,51,52,50,51,50,51,52,52,52,52,57,55,52,53,53,54,55,53,54,55,55,55,57,53,57,56,56,57,55,56,58,58,54,56,56,56,57,57,56,59,59,57,57,61,58,57,61,59,59,59,59,60,60,60,60,59,60,59,59,57,57,60,58,58,58,58,57,61,60,59,58,57,57,57,56,57,57,60,58,61,58,61,57,58,57,58,58,60,57,57,61,57,59,59,58,59,59,59,60,59,58,59,60,60,59,59,60,58,58,56,59,59,59,59,59,57,59,59,63,61,60,61,62,63,62,62,63,63,63,66,65,64,64,66,64,66,67,62,64,64,63,65,66,65,68,63,64,63,63,61,61,60,60,60,62,59,63,60,59,61,60,58,57,60,61,61,59,58,61,57,58,60,60,59,55,58,59,58,62,59,62,60,60,61,60,60,60,57,57,57,55,56,60,58,58,56,56,56,54,55,57,55,55,53,51,52,53,50,52,53,49,49,49,49,52,48,51,50,47,50,47,48,49,47,47,47,49,47,48,46,47,43,42,43,44,40,43,39,39,40,38,39,38,38,34,37,35,35,34,35,34,34,34,34,31,33,33,30,31,34,32,29,30,29,31,29,29,28,28,26,26,28,26,25,26,26,24,22,22,21,22,22,21,20,21,20,19,19,19,20,18,18,18,17,17,17,19,18,17,16,16,16,14,14,14,14,13,12,13,15,13,12,12,14,12,12,4
34,34,36,36,38,38,35,37,37,39,37,39,40,38,39,38,42,42,43,40,41,41,46,41,41,42,43,41,43,40,42,43,43,40,42,42,43,45,43,43,44,43,43,45,43,43,44,44,47,43,45,44,43,44,45,45,48,46,42,45,45,46,49,48,48,47,47,48,50,47,49,47,50,48,48,48,50,53,51,50,51,51,48,50,52,50,51,50,52,53,54,54,52,54,52,53,55,52,55,55,50,53,56,53,55,54,54,55,55,54,58,57,55,55,59,55,58,57,57,55,56,57,57,58,59,56,57,57,58,58,62,60,59,62,63,62,58,60,60,60,61,59,60,62,60,63,59,56,58,57,58,59,57,62,58,57,58,57,58,59,57,54,55,59,58,57,58,58,58,57,57,59,58,55,61,57,59,61,57,59,60,57,56,58,62,57,59,58,61,61,58,58,57,57,58,60,62,58,58,58,59,60,60,60,62,62,60,62,62,64,65,67,64,63,67,64,64,65,63,64,63,63,63,64,64,66,65,65,65,62,63,62,59,62,65,61,63,63,65,57,58,61,62,59,59,63,61,59,58,60,59,58,60,62,60,57,59,58,61,60,59,62,60,58,61,60,58,57,58,58,60,59,58,59,57,58,56,58,57,56,54,55,56,56,54,54,53,54,51,53,53,52,50,49,48,50,50,47,51,51,47,50,48,51,48,49,47,48,45,47,46,47,47,46,44,45,43,42,44,42,44,40,39,40,40,38,38,39,37,37,35,35,35,33,33,34,32,33,31,33,33,30,29,32,30,31,29,29,26,29,28,28,27,26,25,25,26,26,26,25,27,22,23,21,23,23,20,22,20,19,19,19,20,19,19,19,17,17,17,15,21,17,17,16,16,15,16,15,15,14,13,13,14,15,15,13,13,14,13,12,4
37,37,38,37,37,36,35,38,37,39,37,41,38,39,41,42,41,42,42,44,42,42,47,42,42,41,43,42,42,43,42,42,42,43,44,43,44,42,43,42,45,45,45,43,42,43,44,45,43,43,43,45,43,46,46,44,50,44,47,47,45,47,44,47,48,46,47,48,50,47,49,47,51,48,46,50,50,49,47,50,50,50,51,51,51,53,51,53,50,52,51,51,53,53,52,55,52,52,53,51,54,53,54,55,55,55,55,53,55,55,54,59,57,59,58,58,58,58,56,58,58,58,55,57,55,58,59,58,59,59,62,60,61,60,61,59,59,58,60,59,63,61,60,60,59,60,55,58,58,58,56,58,56,59,60,58,58,58,57,57,58,59,59,59,58,60,57,56,60,59,59,58,57,57,62,59,57,59,59,61,59,57,59,58,62,61,60,57,59,59,59,59,60,59,57,57,59,58,59,58,60,63,62,63,62,64,62,63,62,63,65,62,62,67,66,63,64,63,65,65,65,64,64,63,63,64,64,61,65,65,64,63,62,63,64,60,60,62,66,61,60,59,62,59,60,61,60,61,59,61,62,58,62,59,61,60,59,57,61,61,57,60,60,63,61,59,61,61,59,61,59,59,58,55,57,56,58,57,53,58,56,52,54,55,53,54,54,54,53,53,52,49,51,50,50,53,51,52,50,49,50,52,49,49,50,48,47,49,52,47,48,48,48,43,43,44,46,42,45,42,44,41,40,39,39,38,36,37,38,37,35,34,37,34,35,33,34,31,31,32,31,31,31,31,30,33,31,30,30,29,28,28,28,28,25,26,26,26,27,25,24,24,23,22,21,25,23,22,22,21,21,20,17,18,20,17,17,17,19,17,20,17,15,16,15,16,15,14,16,14,15,14,16,14,15,13,13,15,13,13,4
35,36,36,36,37,37,38,38,38,40,38,38,38,38,39,42,41,41,42,38,40,40,44,42,41,40,43,42,40,42,42,46,45,41,43,41,43,42,43,43,44,44,42,42,44,42,43,43,46,45,45,48,46,45,44,46,48,44,44,46,46,46,46,49,48,48,48,48,49,48,47,48,50,47,49,50,49,54,49,48,50,52,50,52,52,51,53,50,53,53,52,54,51,55,54,52,54,54,52,53,53,53,53,56,54,55,53,54,55,57,57,56,56,57,57,55,57,59,57,56,58,58,58,57,59,57,56,62,58,60,62,57,60,62,60,61,61,60,61,61,58,57,61,57,58,63,58,59,60,59,61,60,59,59,58,56,59,59,58,57,59,56,60,58,61,58,58,59,59,61,58,60,59,57,60,61,61,58,60,59,62,58,61,59,59,61,60,61,62,58,60,61,62,58,59,59,59,61,61,59,61,61,62,59,64,63,63,63,63,63,63,62,65,66,66,66,67,62,64,65,63,63,63,62,66,64,62,64,64,65,63,62,60,62,62,60,62,63,63,60,60,65,59,60,58,60,59,61,58,60,60,61,60,58,59,59,61,58,61,60,59,59,62,59,60,62,60,62,60,60,61,59,57,57,58,56,57,55,55,57,56,55,56,57,56,55,55,55,53,51,51,51,51,50,52,50,50,51,49,48,49,50,49,49,47,49,49,50,48,47,46,48,46,46,44,44,43,43,43,43,43,42,40,38,38,39,38,35,38,38,37,35,35,35,34,34,33,33,33,33,32,33,32,31,31,32,30,29,29,30,29,28,28,28,29,27,27,26,28,24,25,24,25,22,23,23,24,23,21,20,20,19,17,19,19,19,17,18,18,18,20,16,16,16,15,16,15,15,15,14,15,15,15,12,14,13,14,14,13,14,4
36,37,38,38,36,36,37,37,37,38,40,39,38,39,42,41,43,41,43,42,43,42,44,42,40,41,46,41,41,42,43,42,42,43,42,45,45,43,45,43,43,45,44,47,41,44,44,45,44,42,44,46,43,45,45,45,48,44,48,46,45,45,46,48,46,49,48,49,52,45,50,46,49,48,49,50,48,48,50,50,49,50,51,51,54,50,51,52,52,52,54,56,54,54,53,58,54,53,53,53,53,55,57,57,55,56,56,56,57,54,56,58,55,56,56,57,57,59,59,59,57,58,58,58,59,56,59,60,61,59,61,58,60,60,62,61,60,60,58,61,60,59,58,60,60,62,59,58,60,59,57,59,60,58,58,58,58,57,60,58,59,60,57,58,60,57,55,58,58,59,59,58,58,57,61,58,62,61,58,59,61,60,60,59,60,60,59,57,59,60,58,57,61,59,59,59,60,62,61,61,60,61,62,63,62,62,63,62,64,64,64,64,64,67,66,63,67,63,65,65,66,64,65,62,65,64,64,62,64,63,62,64,62,63,62,61,62,61,62,60,60,63,60,59,57,61,58,62,59,59,61,60,63,60,59,59,61,59,61,62,61,60,59,60,60,60,60,59,59,60,60,59,58,60,59,58,58,57,56,56,56,54,55,57,56,55,54,53,51,54,56,51,49,50,50,52,50,49,53,50,52,49,51,48,48,51,49,48,50,46,47,48,50,45,45,46,44,42,43,41,45,41,40,40,39,39,39,36,39,37,35,35,37,35,34,36,34,33,29,32,33,33,31,32,32,32,30,29,29,28,29,27,29,29,27,26,27,26,26,25,24,24,25,21,23,22,22,22,21,21,22,20,21,19,20,20,19,18,17,19,20,17,17,16,15,16,16,16,15,14,14,16,14,14,15,14,13,12,13,13,4
34,37,35,34,38,38,39,37,38,38,40,37,39,38,42,40,42,42,41,43,41,42,45,43,41,41,44,40,43,40,45,44,42,43,44,43,43,44,46,44,42,42,45,44,44,44,43,42,44,43,44,42,42,46,45,45,49,46,45,47,47,47,48,48,49,46,49,47,50,47,47,50,48,48,51,49,48,51,51,51,50,52,51,51,53,51,53,51,51,53,53,56,53,52,54,55,55,52,54,54,54,56,57,53,56,54,57,52,56,55,54,57,57,56,56,60,58,56,59,58,56,56,56,60,60,57,57,59,61,59,60,61,57,60,60,64,62,59,59,60,60,58,59,61,58,60,59,58,58,57,62,59,60,59,57,56,57,56,54,58,60,58,60,58,61,60,60,59,60,60,60,61,59,58,59,57,60,60,61,62,61,60,58,58,60,61,59,59,59,61,59,61,60,57,61,61,59,59,60,58,59,60,61,58,63,63,65,62,62,63,66,64,65,66,67,66,65,63,66,67,66,64,65,66,64,64,62,64,65,65,64,63,63,62,61,61,62,61,65,61,63,62,60,62,60,62,59,62,59,60,60,59,62,60,59,63,60,58,58,63,62,60,62,59,59,62,60,60,58,56,60,60,60,57,60,58,60,60,54,58,55,58,52,56,56,56,52,54,55,53,53,50,50,50,50,49,50,49,51,47,51,50,48,47,49,49,48,47,49,51,48,46,46,45,45,43,44,44,44,45,43,40,40,40,40,37,39,37,35,35,37,35,36,36,36,36,33,32,34,32,31,31,31,33,32,30,29,30,30,29,29,28,27,27,28,26,27,26,26,27,23,24,23,23,22,22,23,21,21,21,20,20,20,19,19,19,17,17,18,17,20,17,17,15,16,14,14,15,15,15,14,16,15,13,14,13,14,13,13,13,4
37,35,38,37,37,35,35,35,38,38,38,39,39,39,40,42,41,41,43,43,41,40,44,42,44,41,43,39,41,41,41,44,42,41,42,42,43,42,44,43,42,42,43,45,45,41,44,44,45,45,45,46,44,45,44,45,47,46,44,47,46,47,45,47,47,45,46,46,49,45,46,47,49,48,47,51,49,50,49,51,49,49,50,51,51,51,53,55,55,53,51,55,52,52,54,54,55,51,54,52,54,51,54,56,55,54,55,53,56,56,54,56,57,55,54,55,59,59,59,54,57,60,57,58,60,56,57,60,58,59,63,59,59,57,59,59,62,58,58,61,62,60,61,58,58,60,58,57,59,59,57,59,58,59,58,57,58,57,59,58,58,58,57,61,56,59,59,58,59,58,62,61,58,58,60,58,59,60,59,61,58,59,58,60,58,59,59,58,58,60,58,59,58,58,59,60,61,61,61,61,60,59,60,58,59,60,65,62,62,63,66,66,64,66,65,66,66,65,66,66,67,64,65,64,63,63,65,67,65,63,65,62,63,61,61,60,61,61,64,59,60,59,61,58,61,60,60,63,59,63,60,58,60,63,58,62,61,59,59,56,58,61,59,60,59,60,60,62,60,60,61,59,56,58,57,55,58,58,56,57,54,57,55,57,55,54,52,53,54,52,52,50,52,51,49,49,50,49,50,49,51,51,49,49,49,48,48,45,49,48,45,47,47,46,44,44,44,42,43,43,42,41,39,41,40,39,37,37,38,37,36,36,36,36,34,33,34,34,33,31,32,30,31,33,33,29,31,30,30,30,29,28,28,27,26,26,27,26,28,25,25,23,24,24,21,24,23,20,21,20,20,20,19,19,20,18,17,18,17,16,21,17,17,16,16,15,15,15,14,13,14,14,14,14,16,14,12,13,14,13,4
33,35,35,36,37,37,36,37,36,36,38,38,37,38,41,40,42,43,42,42,40,43,44,42,42,40,44,42,40,41,39,42,42,40,44,42,44,42,43,42,40,45,43,42,42,42,45,42,45,43,43,45,44,44,43,42,46,46,46,46,44,45,47,47,47,45,48,46,48,44,46,46,48,48,49,46,47,49,49,47,50,52,50,50,54,50,50,50,49,52,53,54,53,57,54,54,52,51,53,52,54,54,54,54,53,55,55,54,54,55,55,56,54,53,59,55,53,55,54,53,57,57,56,58,55,56,57,57,57,57,60,56,59,57,59,62,58,58,56,59,63,60,62,60,58,60,58,58,56,58,58,56,57,59,55,57,58,55,56,54,59,57,58,57,58,58,56,57,59,57,57,57,60,57,59,56,58,58,59,58,58,57,59,58,61,61,57,58,60,58,58,57,58,57,57,58,58,57,62,58,60,61,59,59,58,60,60,60,62,64,64,61,64,64,64,64,65,63,63,63,64,63,62,64,61,62,62,62,62,63,63,63,61,61,63,61,62,59,62,59,61,58,59,57,59,59,60,61,56,61,59,57,62,58,59,58,61,60,58,62,58,56,60,57,59,60,60,58,59,58,60,60,57,56,57,55,57,55,56,56,56,55,56,58,54,55,55,51,52,52,50,51,51,52,49,50,49,49,50,50,52,49,48,48,50,48,48,46,50,46,46,46,45,43,43,44,42,41,44,43,40,42,40,38,37,39,39,36,36,36,34,34,34,33,35,32,32,32,32,31,31,32,31,31,30,31,30,30,28,30,29,29,28,27,25,25,25,27,27,24,23,24,26,21,21,21,21,20,19,20,21,20,19,19,19,18,16,17,18,18,19,17,16,16,16,15,16,14,16,13,15,14,12,14,15,15,14,14,14,13,4
36,35,36,37,36,36,36,36,37,39,38,38,40,40,40,42,42,42,42,43,39,42,44,40,43,41,43,42,41,42,42,44,41,40,43,43,45,44,44,44,42,44,44,43,44,42,43,47,45,44,43,46,43,45,43,45,49,43,46,45,46,45,45,48,46,46,47,47,49,47,47,45,51,49,47,47,48,51,46,49,49,51,49,51,53,49,51,50,51,52,51,54,56,53,52,53,53,55,50,53,53,58,55,53,54,55,56,53,54,54,56,57,55,57,57,57,57,59,58,56,55,57,58,56,59,58,58,58,58,56,59,59,61,58,60,59,57,57,57,58,59,56,60,60,57,57,58,58,60,57,60,58,58,58,57,56,58,57,58,58,61,57,58,58,56,59,58,58,58,60,59,59,58,57,60,60,60,57,58,59,61,57,59,59,62,58,59,57,63,60,55,58,59,57,58,59,59,58,60,59,59,60,60,60,62,61,63,62,61,65,66,65,63,65,65,66,62,62,64,63,62,62,64,64,63,63,64,64,63,62,64,62,60,61,65,60,60,58,61,61,59,61,61,58,60,61,60,60,57,61,60,59,58,59,61,60,58,60,59,59,58,57,59,60,59,61,60,60,60,60,59,58,58,56,55,58,56,57,53,57,60,54,54,53,55,56,53,53,51,53,53,53,51,51,50,49,49,49,52,50,48,50,50,50,46,50,46,46,47,49,47,48,46,44,47,46,44,43,45,40,42,41,41,41,39,39,39,36,38,37,35,36,34,35,36,35,33,35,32,33,31,31,31,33,31,30,28,31,31,29,29,29,27,27,27,27,26,25,26,26,25,23,23,24,22,22,22,23,22,21,21,21,20,19,19,18,18,18,18,18,20,16,16,16,17,17,17,16,16,15,15,14,16,15,15,14,15,14,13,12,4
