704.38,704.87,705.35,705.83,706.32,706.81,707.29,707.78,708.27,708.76,709.26,709.75,710.24,710.74,711.24,711.74,712.23,712.73,713.24,713.74,714.24,714.75,715.25,715.76,716.27,716.78,717.29,717.8,718.32,718.83,719.35,719.86,720.38,720.9,721.42,721.94,722.47,722.99,723.52,724.05,724.58,725.11,725.64,726.17,726.71,727.24,727.78,728.32,728.86,729.4,729.94,730.48,731.03,731.58,732.12,732.67,733.23,733.78,734.33,734.89,735.45,736,736.56,737.13,737.69,738.25,738.82,739.39,739.96,740.53,741.1,741.67,742.25,742.83,743.41,743.99,744.57,745.15,745.74,746.32,746.91,747.5,748.1,748.69,749.28,749.88,750.48,751.08,751.68,752.29,752.89,753.5,754.11,754.72,755.33,755.95,756.56,757.18,757.8,758.42,759.05,759.67,760.3,760.93,761.56,762.19,762.83,763.47,764.11,764.75,765.39,766.03,766.68,767.33,767.98,768.63,769.29,769.94,770.6,771.26,771.92,772.59,773.26,773.92,774.6,775.27,775.94,776.62,777.3,777.98,778.67,779.35,780.04,780.73,781.42,782.12,782.81,783.51,784.21,784.92,785.62,786.33,787.04,787.75,788.47,789.19,789.9,790.63,791.35,792.08,792.81,793.54,794.27,795.01,795.75,796.49,797.23,797.98,798.72,799.48,800.23,800.98,801.74,802.5,803.27,804.03,804.8,805.57,806.35,807.12,807.9,808.68,809.47,810.25,811.04,811.84,812.63,813.43,814.23,815.03,815.84,816.65,817.46,818.27,819.09,819.91,820.73,821.56,822.38,823.21,824.05,824.89,825.72,826.57,827.41,828.26,829.11,829.97,830.82,831.69,832.55,833.42,834.28,835.16,836.03,836.91,837.79,838.68,839.57,840.46,841.35,842.25,843.15,844.05,844.96,845.87,846.79,847.7,848.62,849.55,850.47,851.4,852.34,853.27,854.22,855.16,856.11,857.06,858.01,858.97,859.93,860.89,861.86,862.83,863.81,864.79,865.77,866.75,867.74,868.74,869.73,870.73,871.74,872.74,873.76,874.77,875.79,876.81,877.84,878.87,879.9,880.94,881.98,883.03,884.07,885.13,886.19,887.25,888.31,889.38,890.45,891.53,892.61,893.7,894.78,895.88,896.97,898.08,899.18,900.29,901.4,902.52,903.64,904.77,905.9,907.04,908.18,909.32,910.47,911.62,912.78,913.94,915.1,916.27,917.45,918.62,919.81,921,922.19,923.38,924.59,925.79,927,928.22,929.44,930.66,931.89,933.12,934.36,935.61,936.85,938.11,939.36,940.63,941.89,943.17,944.44,945.73,947.01,948.31,949.6,950.9,952.21,953.52,954.84,956.16,957.49,958.82,960.16,961.51,962.85,964.21,965.57,966.93,968.3,969.67,971.05,972.44,973.83,975.23,976.63,978.04,979.45,980.87,982.29,983.72,985.16,986.6,988.04,989.5,990.95,992.42,993.89,995.36,996.84,998.33,999.82,1001.3,1002.8,1004.3,1005.9,1007.4,1008.9,1010.4,1012,1013.5,1015.1,1016.6,1018.2,1019.8,1021.3,1022.9,1024.5,1026.1,1027.7,1029.3,1030.9,1032.6,1034.2,1035.8,1037.5,1039.1,1040.8,1042.4,1044.1,1045.8,1047.5,1049.1,1050.8,1052.5,1054.3,1056,1057.7,1059.4,1061.2,1062.9,1064.6,1066.4,1068.2,1069.9,1071.7,1073.5,1075.3,1077.1,1078.9,1080.7,1082.5,1084.4,1086.2,1088,taste
37,38,36,35,37,37,40,38,38,36,38,39,38,39,40,41,42,40,43,41,45,44,42,43,46,44,43,45,43,47,44,45,42,46,43,44,46,44,44,45,46,46,46,46,45,45,46,47,49,46,51,46,48,49,47,49,47,49,48,49,53,50,52,53,52,53,55,52,52,55,57,56,61,56,58,55,57,59,60,55,57,59,59,60,56,57,59,57,58,57,59,58,61,60,58,59,59,59,59,59,60,61,61,56,58,60,57,59,59,59,57,59,60,64,62,62,60,60,59,60,60,61,61,60,62,62,63,63,59,61,63,61,63,63,64,62,60,61,65,63,61,64,63,62,67,64,67,64,67,66,67,67,68,65,69,65,65,68,67,66,68,66,68,70,66,67,69,65,68,66,68,70,68,64,68,70,67,69,69,68,67,68,66,69,67,68,67,67,69,67,67,68,69,66,68,69,67,69,65,69,67,70,69,67,66,69,67,68,66,64,67,68,66,68,66,68,66,68,65,67,66,66,65,67,65,65,66,64,64,63,66,65,67,63,62,64,61,63,64,63,64,63,63,65,64,67,62,61,63,64,62,65,63,61,66,67,65,66,65,62,67,65,67,64,62,60,63,64,65,64,64,60,62,60,58,59,60,58,58,55,55,56,55,55,57,52,53,55,56,52,52,55,53,55,51,55,57,53,52,53,53,52,51,52,51,49,50,50,51,52,47,49,49,45,47,47,45,43,41,43,43,41,41,40,40,38,39,40,41,38,38,38,38,36,36,36,37,35,36,34,37,33,32,33,33,33,32,31,31,30,34,29,29,29,27,26,26,26,26,25,24,24,22,23,24,22,20,20,21,21,20,20,18,16,17,19,18,16,17,15,17,15,17,15,14,16,16,14,15,14,13,13,14,15,15,14,14,13,14,14,0
39,39,38,40,39,37,40,40,39,38,39,39,38,40,43,42,42,42,39,42,48,41,43,47,43,47,45,45,46,46,43,44,45,45,46,44,43,46,45,48,46,44,46,48,49,48,50,48,50,48,50,48,46,47,49,49,48,51,50,51,53,51,51,51,54,53,54,55,54,56,57,59,59,56,58,57,59,56,60,59,60,60,60,59,59,57,60,58,58,57,58,60,61,60,57,58,61,61,61,59,60,56,62,60,59,60,59,59,60,59,59,63,61,61,63,63,64,62,62,60,59,62,62,62,61,63,61,61,59,62,61,64,62,63,64,61,64,61,67,63,65,65,65,62,67,64,67,67,69,67,67,67,65,66,67,68,68,65,69,69,68,66,70,70,69,69,69,68,66,68,68,71,67,68,70,67,68,67,67,70,66,69,68,71,70,70,66,68,69,68,67,69,69,70,70,70,68,69,69,70,68,68,70,67,66,67,67,66,69,71,68,69,65,69,69,69,66,68,68,66,67,67,66,66,66,67,69,66,67,65,68,69,67,63,63,63,67,63,63,67,61,63,67,65,63,63,62,62,64,65,63,65,66,66,64,66,66,65,64,68,68,62,67,66,63,64,65,62,62,63,64,62,61,60,60,59,57,58,57,55,58,56,57,54,55,54,56,56,51,54,53,53,55,56,55,55,57,52,52,53,54,51,53,54,51,52,50,50,51,50,48,49,49,46,47,46,45,44,43,43,43,43,41,41,39,40,39,42,41,41,38,38,38,38,40,37,37,34,35,36,33,34,33,33,34,34,33,33,30,29,33,31,29,28,28,27,26,26,28,26,24,25,24,23,24,24,22,21,21,21,21,23,21,18,17,18,18,19,18,17,18,16,17,17,17,15,15,17,15,14,15,15,13,15,14,15,16,15,13,14,0
39,39,39,40,39,37,39,39,37,37,40,41,38,41,41,41,40,40,41,43,46,43,44,44,45,45,46,46,44,43,46,42,44,45,45,45,45,46,45,47,45,46,45,47,45,46,45,47,49,47,47,48,48,48,49,49,49,51,50,52,54,53,51,51,54,53,57,56,56,54,56,58,59,56,59,57,57,58,59,58,58,59,59,58,58,59,56,58,57,58,60,58,60,58,58,57,61,60,58,60,58,58,60,57,59,61,58,61,57,57,60,61,61,63,62,62,62,62,62,63,61,62,62,63,64,61,61,64,62,60,61,60,60,64,65,63,61,62,64,64,61,63,64,62,63,67,66,69,69,66,66,68,70,65,67,65,69,68,64,66,68,64,71,70,67,66,69,66,72,68,68,68,66,68,67,69,66,68,69,68,68,67,66,68,69,68,65,70,67,68,68,66,70,68,67,71,67,68,66,70,64,67,68,68,68,65,68,67,69,67,66,67,67,69,66,70,65,66,67,66,68,66,65,66,66,64,66,65,65,67,65,65,65,63,64,62,65,64,63,64,64,66,64,64,63,62,63,62,62,66,62,63,63,64,66,66,64,67,64,66,67,65,64,64,62,64,65,64,64,62,62,62,63,59,56,59,56,58,56,57,57,58,58,56,55,55,55,57,56,53,55,55,53,53,53,53,57,53,52,53,51,53,53,50,54,52,52,52,52,49,48,49,48,47,47,46,45,44,44,42,43,42,41,42,40,38,40,40,41,40,39,38,39,38,36,37,37,37,37,35,35,35,35,32,35,33,32,32,31,30,35,30,30,27,27,27,28,27,25,25,25,25,24,23,23,24,23,22,20,21,22,21,21,17,18,18,19,19,17,16,19,17,17,17,15,14,16,16,15,15,15,13,14,15,15,13,15,14,13,13,0
36,37,38,37,38,37,39,37,36,37,38,37,39,40,38,41,39,41,40,43,45,43,45,45,47,44,43,47,43,45,46,43,46,44,44,42,45,45,46,48,47,44,44,46,46,48,45,46,48,45,48,47,47,47,48,49,47,49,48,49,52,52,51,51,53,54,54,54,53,53,56,57,59,58,57,56,57,58,58,57,57,60,55,56,57,57,58,58,57,58,56,59,59,57,58,55,60,59,57,59,57,57,59,56,56,60,57,61,61,61,59,59,58,61,59,61,61,64,60,62,63,62,60,62,61,61,62,62,60,63,59,62,62,62,61,61,61,61,62,61,61,63,64,63,65,64,63,65,68,66,65,65,67,65,67,68,67,65,64,66,68,67,65,68,66,67,66,68,68,66,62,67,66,68,65,70,67,70,65,67,66,68,68,66,66,67,65,66,69,68,66,64,68,69,66,68,64,67,69,68,67,66,66,66,68,65,67,69,68,67,67,68,66,68,65,64,66,68,67,67,68,65,68,66,66,64,66,65,65,64,66,64,64,63,66,63,61,62,63,62,65,64,60,61,62,62,62,63,63,63,62,64,63,62,64,63,64,63,66,64,66,63,63,66,64,64,62,61,60,62,62,61,61,58,60,60,57,57,57,55,56,53,55,56,54,56,54,52,53,52,53,53,54,54,53,53,57,51,51,53,52,53,53,50,52,50,50,51,50,48,50,47,49,47,47,46,44,43,41,43,41,42,40,40,39,39,41,39,40,38,37,37,35,38,36,35,35,37,34,34,35,31,34,33,35,31,31,30,31,29,31,27,29,26,27,27,26,24,25,24,25,25,23,22,23,22,21,19,20,19,21,17,20,18,18,18,17,17,18,18,18,16,15,17,15,15,14,13,14,14,13,13,13,14,12,14,12,13,13,13,0
37,39,36,40,37,37,40,38,38,36,37,40,40,40,40,41,40,42,40,41,45,44,42,45,43,45,44,45,44,47,43,45,44,44,44,46,45,44,46,44,46,46,46,45,44,46,44,46,49,47,49,49,46,49,47,48,50,48,47,49,51,50,52,49,51,53,55,55,52,54,55,58,58,54,58,58,59,58,57,60,59,59,57,59,57,60,58,56,59,60,58,59,61,57,56,58,60,59,57,58,59,59,59,59,57,59,59,59,61,59,61,59,59,62,63,59,62,62,59,60,61,63,62,62,58,63,59,59,61,62,62,59,59,61,61,61,63,61,65,64,64,61,62,63,65,62,63,63,66,67,67,68,66,65,67,68,68,67,65,67,67,66,68,66,69,67,68,67,72,69,69,68,66,68,67,67,67,71,68,64,67,67,65,67,67,65,68,67,73,66,66,69,69,69,67,68,66,69,68,66,66,68,72,69,68,65,68,69,69,66,66,69,68,68,65,67,68,66,66,67,66,63,68,66,64,66,66,64,65,66,66,64,64,63,65,62,64,61,64,61,62,64,64,64,62,62,63,62,60,64,63,62,64,64,65,66,63,64,64,63,64,62,63,65,64,60,62,63,65,61,63,59,61,60,59,59,57,59,58,55,58,55,55,52,56,54,54,53,55,54,53,52,51,53,53,53,56,53,52,54,51,49,52,52,52,49,48,51,49,50,50,48,46,47,45,44,44,41,41,43,41,42,41,39,40,40,40,39,38,40,36,36,38,37,35,38,36,36,36,33,34,33,33,31,34,32,33,31,31,30,32,30,28,28,27,27,27,27,24,23,23,23,24,23,23,22,22,21,20,22,19,19,18,17,18,18,16,16,16,17,16,16,16,16,16,14,15,16,15,15,15,13,13,15,13,14,13,12,13,13,0
39,38,38,39,37,39,40,39,38,38,37,40,40,37,42,41,41,42,40,41,44,45,48,41,46,46,44,46,48,46,45,43,44,45,46,46,45,48,46,46,47,44,46,48,44,47,46,48,48,49,49,50,49,48,53,49,50,51,52,50,52,50,52,52,56,54,53,54,54,56,59,60,59,55,61,60,59,58,56,58,58,60,60,59,57,59,60,59,60,60,57,60,60,60,58,59,60,58,59,61,60,58,60,58,59,61,62,61,59,57,58,63,62,61,62,60,60,60,64,60,61,62,62,66,63,61,59,62,60,62,63,61,63,64,61,62,61,63,62,61,63,64,64,67,64,67,64,65,68,68,68,67,65,68,67,69,67,68,66,66,68,69,65,70,68,68,68,69,67,65,67,67,65,69,69,70,68,69,67,70,66,68,65,69,67,66,70,69,69,66,67,68,67,68,68,69,69,68,69,69,67,68,71,68,65,67,66,70,68,67,69,69,66,67,66,68,69,67,65,69,67,68,67,66,69,66,64,67,67,62,64,63,65,62,64,64,63,64,66,66,63,66,62,64,63,63,65,61,65,64,64,65,65,65,65,63,63,66,67,65,67,63,67,66,62,60,64,62,61,62,62,62,60,58,60,59,59,58,55,55,57,59,55,56,56,53,60,58,55,55,55,53,55,54,55,54,56,53,53,53,53,55,54,51,53,50,52,50,52,51,50,48,47,47,48,44,46,46,45,42,44,41,41,41,41,43,41,41,39,41,39,38,40,37,37,37,35,36,34,35,33,34,33,32,30,30,33,33,32,31,33,28,28,29,30,28,26,27,26,25,25,21,24,23,22,24,24,21,21,19,19,21,21,20,17,18,18,18,18,16,16,15,15,16,16,16,16,15,13,15,15,14,15,15,13,15,15,14,14,11,0
38,39,39,39,37,39,39,39,39,37,39,39,40,43,39,40,42,42,40,44,44,45,44,44,47,46,46,44,44,46,44,40,44,44,44,45,45,44,45,48,45,47,46,46,46,47,45,49,50,46,49,48,46,50,50,50,48,49,50,51,51,51,52,51,52,54,54,54,57,54,59,61,59,56,57,59,61,59,60,57,58,60,60,58,60,58,59,57,58,58,57,58,61,57,60,59,58,59,59,58,58,59,60,58,58,58,60,61,59,58,60,61,61,60,61,59,62,62,61,61,63,62,63,61,62,63,63,65,60,62,62,59,61,65,62,61,63,63,64,62,64,61,65,64,65,68,65,68,68,66,70,67,69,67,65,70,72,65,67,67,66,67,68,70,67,67,69,66,69,68,67,68,70,65,69,67,65,71,67,68,67,69,66,67,65,68,70,65,65,68,69,67,66,70,68,68,67,68,68,70,68,68,69,67,68,68,68,68,68,66,68,69,68,69,68,67,67,69,67,69,69,65,70,65,67,67,65,66,67,66,66,63,63,66,64,64,63,63,62,62,65,66,68,64,63,65,65,63,66,65,61,65,65,64,65,65,66,64,67,63,65,67,66,65,62,64,62,62,63,61,65,63,61,60,59,58,57,59,56,57,58,55,54,55,57,53,53,57,53,55,55,53,51,53,54,52,56,52,53,53,51,53,52,53,52,52,52,52,51,51,51,48,46,49,47,45,45,43,43,42,44,41,41,41,41,41,41,41,37,39,39,39,38,37,38,36,34,36,37,35,36,36,33,34,34,31,33,32,30,31,32,30,28,29,27,27,28,26,27,25,25,26,24,24,23,24,21,22,22,22,21,18,18,18,18,18,18,19,18,18,19,17,15,17,15,14,16,16,15,15,15,15,14,15,14,13,15,13,14,14,0
39,37,38,40,36,38,39,40,39,36,37,37,38,39,41,41,42,39,41,42,44,44,44,43,47,46,45,46,42,42,46,45,44,44,45,44,44,45,46,46,46,45,46,45,46,48,44,46,49,48,46,48,47,51,47,49,49,48,50,49,54,51,49,50,52,55,55,54,54,53,55,58,58,56,59,58,57,56,57,61,57,59,59,57,58,58,57,58,59,58,58,59,61,58,57,56,62,60,59,61,57,57,59,57,57,59,59,60,59,57,61,62,62,60,62,62,60,62,60,61,61,61,61,62,64,61,60,65,61,62,60,62,61,63,62,62,62,59,62,62,61,63,65,65,63,63,64,66,71,66,65,65,69,68,67,66,68,69,67,69,69,66,66,69,68,67,66,66,68,66,69,67,69,67,68,67,66,69,69,67,67,69,68,72,66,68,66,68,71,70,67,67,68,66,66,68,67,69,69,68,67,69,65,65,69,68,68,66,68,66,69,68,67,69,69,69,69,65,67,64,66,67,64,65,65,68,66,65,68,64,62,64,66,66,63,63,63,63,65,62,62,65,63,63,65,62,64,60,63,64,63,63,64,63,63,64,64,64,66,66,62,62,66,65,64,63,66,60,64,64,60,60,60,61,59,59,58,60,56,56,56,56,54,55,55,54,55,55,54,54,53,54,52,51,53,53,57,53,51,53,52,53,51,53,51,51,49,51,50,49,49,49,49,46,47,44,46,46,44,40,42,43,40,40,41,37,42,38,39,40,38,38,38,37,37,36,36,35,33,34,32,35,34,34,33,33,32,32,30,29,34,29,27,28,28,26,26,25,25,25,26,24,24,23,22,23,22,22,21,22,20,20,20,18,19,19,18,18,17,17,17,15,16,16,16,15,15,15,14,13,13,13,14,15,14,13,15,12,14,14,0
39,41,37,39,38,38,39,38,38,39,41,38,39,40,41,41,43,41,39,42,44,42,46,47,49,47,45,46,45,44,46,42,44,43,44,44,47,44,48,49,46,47,49,47,46,48,49,49,48,46,48,48,50,50,49,51,49,51,51,51,52,50,51,52,54,52,56,55,56,54,58,56,59,54,58,58,60,57,59,59,56,58,60,58,57,57,60,58,60,59,58,60,62,58,60,61,58,59,59,57,60,58,59,58,61,60,61,59,60,58,60,62,59,63,58,60,62,62,62,61,62,63,63,64,64,61,62,63,61,62,63,61,64,65,61,61,63,61,66,64,61,63,65,64,64,66,65,67,68,69,67,67,68,68,70,68,71,67,65,67,67,68,69,69,69,67,68,68,69,66,69,68,69,67,66,70,68,70,68,68,66,68,67,69,69,68,69,67,69,66,69,67,68,69,69,67,68,71,67,67,67,67,69,70,69,68,68,71,67,69,68,68,67,66,66,69,69,69,67,65,66,66,69,67,66,66,66,66,67,65,67,63,65,65,64,64,64,64,67,63,63,63,65,63,63,64,64,60,65,64,64,66,67,64,65,64,63,67,63,69,66,64,65,67,64,62,64,62,64,60,64,62,60,60,58,60,58,59,57,59,56,58,56,54,53,54,54,57,57,55,55,53,52,53,53,53,57,52,52,53,53,53,52,51,53,50,52,51,51,49,50,47,47,47,48,43,46,45,43,44,44,40,43,43,44,39,40,39,40,39,39,38,39,38,37,36,37,35,34,35,35,35,35,35,33,32,32,32,32,29,32,29,27,27,29,27,25,26,25,27,26,25,24,25,23,23,23,21,21,21,19,21,21,18,19,19,18,18,19,17,18,17,16,17,16,15,17,15,14,15,15,15,14,15,14,14,15,14,14,14,0
37,35,41,37,37,39,37,38,38,38,37,38,38,39,42,41,42,40,40,41,44,44,44,44,45,45,45,47,43,44,44,45,43,45,47,43,46,46,45,46,47,46,46,48,47,47,46,46,47,46,48,50,48,50,50,48,49,52,51,50,51,52,50,50,50,53,53,56,54,56,54,57,55,54,59,58,56,56,59,58,58,58,59,59,58,60,60,58,58,58,58,60,61,59,57,58,59,57,59,58,56,58,61,57,61,59,58,62,61,59,60,60,59,63,62,63,61,63,60,60,59,62,63,61,61,61,62,64,58,64,63,65,63,63,62,62,62,62,66,62,62,65,62,64,66,64,65,65,66,69,68,66,66,65,66,68,70,68,68,66,66,69,69,70,66,66,65,67,68,68,66,68,68,69,70,66,69,67,66,66,68,68,68,68,66,66,68,69,70,67,70,67,67,69,66,68,66,70,67,68,66,66,69,67,69,67,67,69,64,66,66,69,67,67,64,69,68,66,67,65,68,65,68,67,66,64,66,66,68,66,65,63,64,62,64,66,65,64,63,66,63,64,66,65,62,62,63,62,66,65,63,64,67,64,63,64,64,62,66,66,67,62,67,62,64,64,62,62,62,62,65,60,60,59,58,58,58,58,58,56,54,57,55,53,54,56,53,55,53,55,53,51,54,56,52,53,59,53,50,52,54,53,55,51,52,52,51,50,52,50,46,50,48,46,47,45,42,43,47,42,43,42,41,42,40,42,39,41,37,39,39,38,36,36,38,35,37,38,35,33,33,33,34,32,31,31,32,32,33,32,33,30,28,28,29,27,26,27,25,23,25,24,23,23,22,24,20,21,21,20,20,20,20,18,19,19,18,18,18,16,17,16,16,15,17,15,15,14,14,13,14,14,14,14,12,13,15,14,13,12,0
38,37,39,40,39,38,37,37,36,40,38,39,38,40,39,39,42,42,42,41,45,45,44,45,47,45,44,46,45,44,44,42,43,46,47,45,44,44,45,51,45,45,46,45,46,48,48,47,49,47,49,49,48,50,48,47,50,50,46,47,51,50,53,53,52,52,55,54,57,58,57,56,56,55,59,57,59,59,58,58,58,57,59,56,56,57,61,59,59,61,56,59,58,59,58,60,59,59,58,58,60,60,59,60,60,61,58,58,62,57,59,59,61,59,60,61,62,63,60,62,62,61,62,64,64,63,61,64,61,61,62,62,64,60,62,65,63,61,62,62,63,65,63,64,64,64,64,66,68,65,69,66,68,69,69,67,68,66,66,65,68,68,68,71,70,67,68,68,71,65,68,68,67,65,68,65,67,69,67,66,66,68,66,72,65,69,67,66,68,68,66,66,66,66,67,70,69,69,69,71,69,68,70,68,68,67,65,68,66,66,66,67,66,66,65,67,68,67,67,70,70,66,67,67,68,63,66,66,65,65,64,64,67,63,65,63,64,64,64,62,65,64,60,65,64,66,62,61,61,63,62,65,65,65,64,65,63,65,66,65,65,63,65,63,65,63,61,60,63,61,63,62,58,61,60,59,58,56,56,56,58,55,56,54,53,54,57,55,56,54,54,53,55,54,52,53,55,54,53,53,52,53,53,54,52,51,51,53,49,50,47,51,48,47,47,43,47,45,42,43,44,42,43,39,42,40,40,39,39,39,37,37,38,36,37,38,36,37,34,34,37,35,34,32,34,30,32,33,30,31,34,28,30,31,28,27,27,25,25,25,25,24,25,22,23,24,23,21,23,20,19,19,18,20,18,18,20,18,18,17,17,14,16,16,16,15,14,15,15,15,15,15,15,14,14,14,15,13,13,13,0
37,39,40,40,38,37,38,39,37,38,38,39,41,41,41,42,42,41,40,42,44,45,46,44,47,45,45,44,44,45,45,43,46,44,45,44,46,44,47,47,49,48,45,45,47,47,46,48,49,48,50,51,45,48,48,49,50,54,53,50,53,49,52,52,54,53,57,55,56,56,59,56,60,58,61,57,58,57,59,57,60,60,60,59,58,56,59,59,59,59,57,56,62,60,59,61,60,57,60,60,58,58,58,60,60,60,61,61,60,62,60,62,60,60,61,63,62,63,61,63,62,65,64,63,66,65,62,64,60,62,65,60,63,61,64,62,62,62,66,66,64,62,65,64,64,67,66,66,68,69,66,68,67,67,67,69,68,68,66,67,67,67,71,67,68,66,69,67,71,66,69,67,67,71,68,67,72,70,67,70,67,67,65,67,69,70,69,70,72,69,68,67,68,69,68,67,66,70,69,67,68,69,67,68,69,68,68,69,67,65,67,71,69,67,67,67,70,69,64,67,67,66,68,69,68,67,67,65,67,66,67,65,64,65,64,62,65,64,64,65,65,65,67,65,63,63,62,64,64,64,63,65,67,64,62,65,67,64,67,66,67,63,67,62,64,61,64,62,62,61,63,61,61,59,59,60,59,59,60,58,58,56,55,55,56,57,54,54,56,54,55,53,55,52,53,55,57,53,52,54,52,52,52,52,52,51,50,50,52,50,51,51,49,47,49,47,46,44,44,41,43,42,41,42,40,39,42,39,39,38,40,37,40,38,38,38,37,37,36,36,36,35,35,34,35,36,32,32,32,30,33,29,29,30,28,28,28,28,27,25,26,25,25,24,24,22,22,23,21,21,19,20,20,20,19,19,19,17,19,18,16,17,17,16,16,15,16,16,16,15,14,14,13,15,15,14,16,14,12,14,0
38,38,37,39,40,39,40,40,39,38,39,40,38,41,41,41,42,41,43,42,45,44,45,44,47,45,43,46,47,44,43,42,42,45,46,45,45,46,44,47,46,44,47,46,48,46,49,48,48,46,48,50,47,49,47,49,51,51,51,49,50,51,53,50,54,53,56,52,55,55,57,55,56,54,59,58,59,59,59,56,58,60,61,57,58,57,59,57,59,58,59,59,59,58,57,56,58,59,60,59,59,60,59,61,58,59,59,59,60,59,61,61,61,61,61,59,62,61,62,62,62,60,63,63,63,62,59,60,60,64,62,62,63,61,65,63,63,61,64,62,62,62,64,62,65,65,64,65,69,66,66,67,67,66,67,69,68,65,66,67,69,68,68,69,69,67,69,65,71,66,68,71,67,68,65,67,69,70,69,68,69,68,68,70,69,71,69,68,69,68,68,68,70,66,66,69,67,69,68,68,69,69,66,69,68,66,66,68,67,69,66,67,67,69,68,65,65,68,68,68,70,65,68,64,66,65,64,67,66,65,64,68,64,63,65,65,65,63,63,65,63,63,63,63,66,63,64,65,62,65,63,64,65,66,63,64,64,67,65,64,65,64,64,62,65,64,65,62,62,61,64,62,58,62,60,59,56,58,56,56,55,56,55,54,55,53,56,57,54,54,53,54,55,54,54,51,56,54,52,51,51,53,53,51,52,50,50,51,51,51,49,49,47,49,47,45,46,44,45,42,42,40,42,42,42,40,40,36,39,37,40,40,37,37,36,40,37,38,37,35,37,33,34,35,32,33,32,33,32,32,33,29,29,28,27,26,25,24,26,26,26,24,23,22,24,25,22,22,19,20,20,20,20,20,19,19,17,18,18,17,16,16,17,15,16,15,15,16,16,14,15,15,14,14,14,13,16,13,14,12,0
40,38,38,40,39,39,39,39,37,38,39,40,38,42,41,41,41,42,42,43,45,44,43,45,45,47,45,45,46,46,43,45,43,46,45,46,45,47,45,49,45,45,47,46,44,50,46,49,49,47,50,49,49,47,49,50,50,50,49,48,52,50,52,53,54,53,57,54,57,57,58,56,58,54,57,58,57,58,57,58,59,59,57,59,57,59,61,59,61,58,57,60,61,60,58,59,60,58,59,59,60,58,60,57,60,58,60,62,60,59,63,59,59,62,61,62,61,61,61,61,62,60,63,63,61,64,62,62,61,63,63,63,61,63,64,63,61,65,65,62,63,63,64,64,67,65,63,65,68,67,67,68,68,68,66,68,69,66,67,69,69,68,68,68,69,69,69,68,67,67,65,68,68,69,65,68,66,67,70,68,68,68,69,68,67,71,67,67,68,68,69,70,70,65,69,68,66,70,68,68,71,69,69,69,68,69,67,67,70,70,67,67,68,69,67,67,68,66,65,67,69,65,65,67,67,66,68,65,69,65,63,64,62,63,65,62,65,65,65,64,64,64,63,64,64,64,63,62,60,65,65,63,63,64,61,66,65,63,68,66,67,66,65,65,64,62,62,63,64,66,65,61,59,58,59,59,59,57,55,56,59,55,56,56,55,55,54,54,57,57,56,53,55,55,55,56,59,53,53,54,52,54,53,53,52,51,50,50,50,47,51,50,49,48,49,46,48,44,44,42,45,40,42,41,41,41,39,41,39,41,39,38,37,35,37,37,37,36,35,35,38,34,35,33,33,31,35,33,30,30,33,29,29,28,28,29,25,24,26,27,26,24,25,21,23,24,24,21,22,20,21,23,20,20,18,18,17,19,19,17,17,16,15,16,17,13,16,15,16,16,15,16,15,16,15,15,16,14,14,12,0
38,38,40,39,38,37,37,38,38,38,38,38,38,40,39,39,41,43,38,42,46,43,46,45,43,46,42,44,44,45,44,45,42,45,45,43,45,44,48,47,46,45,46,46,46,46,47,46,48,47,49,49,49,45,48,50,49,51,48,51,50,50,50,53,51,53,57,55,54,57,56,56,59,55,60,56,58,55,58,59,57,60,59,58,57,58,58,60,58,58,58,58,59,58,57,58,59,61,61,58,56,57,57,61,60,59,61,58,61,60,59,59,59,59,60,60,61,61,59,60,60,63,62,65,65,61,61,63,61,61,59,61,61,63,64,63,63,63,62,62,62,66,64,62,66,69,65,65,69,68,67,65,68,70,67,67,67,65,69,66,66,67,68,67,68,66,70,67,65,65,68,67,67,66,67,68,70,70,68,67,67,67,67,69,67,68,69,70,70,69,67,65,67,66,66,68,68,68,68,68,70,69,69,66,69,67,68,69,69,67,66,67,65,69,64,65,67,68,67,68,70,66,68,66,67,66,68,66,67,62,67,65,66,62,66,62,61,64,64,61,65,64,62,62,62,65,63,58,61,64,64,64,64,62,62,64,63,66,65,65,62,61,64,65,64,62,63,61,62,62,65,62,59,61,59,59,58,58,56,54,57,58,57,54,55,52,54,53,55,54,53,54,53,54,55,53,55,53,52,54,51,52,52,50,50,50,50,51,52,50,46,50,49,47,45,45,45,42,44,41,41,42,41,41,43,41,40,39,40,38,38,36,36,39,36,38,37,36,34,34,33,33,34,34,32,32,33,31,31,30,32,29,29,30,27,28,26,26,26,25,25,24,23,21,21,24,22,22,20,20,20,19,19,20,18,17,18,18,19,16,18,16,16,16,15,15,17,13,16,14,15,13,14,14,13,13,13,12,14,13,0
